iter	Logloss
260	0.0007336763748
261	0.0007336763748
262	0.0007336763748
263	0.0007230684142
264	0.0007230684142
265	0.0007230674297
266	0.0007230674297
267	0.0007230674297
268	0.0007166671632
269	0.0007166582263
270	0.0007166582263
271	0.0007166582263
272	0.0007166582263
273	0.0007166582263
274	0.0007166582263
275	0.0007166582263
276	0.0007166582263
277	0.0007166582263
278	0.0007166582263
279	0.0007063159494
280	0.0007063159494
281	0.0007063159494
282	0.0007063210238
283	0.0007063214025
284	0.0007063214025
285	0.0007063214025
286	0.0007063214025
287	0.0007063138288
288	0.0007063207966
289	0.0007063207966
290	0.0007063161009
291	0.0007063161009
292	0.0007063161009
293	0.0007063161009
294	0.0007063161009
295	0.0006964711101
296	0.0006964711101
297	0.0006964711101
298	0.0006899948799
299	0.0006899848069
300	0.0006899848069
301	0.0006899891239
302	0.000689992532
303	0.000689992532
304	0.0006899550425
305	0.0006899679934
306	0.0006899679934
307	0.0006899679934
308	0.0006899679934
309	0.0006899679934
310	0.0006899679934
311	0.0006899535277
312	0.000689954891
313	0.0006899532248
314	0.0006899532248
315	0.0006899532248
316	0.0006899532248
317	0.0006899532248
318	0.0006899532248
319	0.0006899626161
320	0.0006899579962
321	0.0006899274744
322	0.0006899274744
323	0.0006899274744
324	0.0006899274744
325	0.0006899274744
326	0.0006899274744
327	0.0006899274744
328	0.0006899456511
329	0.0006899456511
330	0.0006899214154
331	0.0006899290648
332	0.0006899290648
333	0.0006899290648
334	0.0006899290648
335	0.0006899290648
336	0.0006899290648
337	0.0006899215669
338	0.0006899215669
339	0.0006898995276
340	0.0006899049806
341	0.0006899049806
342	0.0006899049806
343	0.0006899049806
344	0.0006899049806
345	0.0006899002092
346	0.0006899002092
347	0.0006899033902
348	0.0006898973312
349	0.0006898973312
350	0.0006898973312
351	0.0006898973312
352	0.0006841000032
353	0.0006841000032
354	0.0006841108335
355	0.0006840786455
356	0.0006840850831
357	0.0006840752374
358	0.0006840752374
359	0.0006840752374
360	0.0006840752374
361	0.0006840752374
362	0.0006840752374
363	0.0006840752374
364	0.0006840752374
365	0.0006840752374
366	0.0006840838713
367	0.0006840838713
368	0.0006840838713
369	0.0006840838713
370	0.0006840880369
371	0.0006840715263
372	0.0006840722837
373	0.0006840722837
374	0.0006840722837
375	0.0006840524407
376	0.0006840653159
377	0.0006840551672
378	0.0006840551672
379	0.0006840551672
380	0.0006840551672
381	0.0006840566819
382	0.0006840566819
383	0.0006840542584
384	0.0006840542584
385	0.0006840542584
386	0.0006840362331
387	0.0006840488811
388	0.0006840488811
389	0.000684036536
390	0.000684036536
391	0.000684036536
392	0.0006840499414
393	0.0006840499414
394	0.0006840499414
395	0.0006785165552
396	0.0006785170853
397	0.0006785170853
398	0.0006785170853
399	0.0006785049675
400	0.0006785049675
401	0.0006720057891
402	0.0006720057891
403	0.0006720057891
404	0.0006720057891
405	0.0006720057891
406	0.000671998064
407	0.0006719803416
408	0.0006719803416
409	0.0006719992758
410	0.0006719992758
411	0.0006719992758
412	0.0006719992758
413	0.0006719992758
414	0.0006719992758
415	0.0006719901874
416	0.0006719901874
417	0.0006719901874
418	0.000671995186
419	0.000671995186
420	0.000671995186
421	0.000671995186
422	0.0006719841285
423	0.0006719841285
424	0.0006719761004
425	0.0006719761004
426	0.0006719761004
427	0.0006719761004
428	0.0006719730709
429	0.0006719730709
430	0.0006719784482
